Bloque de Numeración,IDO/IDD,"IDO/IDD
Alternativo",Autorización,Empresa,,,
2 23137XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23138XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23139XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23140XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23141XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23142XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23143XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23144XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23145XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23146XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23147XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23148XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23149XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23150XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23151XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23152XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23153XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23154XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23155XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23156XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23157XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23158XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23159XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23160XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23161XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23162XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23163XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23164XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23165XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23166XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23167XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23168XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23169XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23170XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23171XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23172XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23173XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23174XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23175XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23176XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23177XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23178XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23179XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23180XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23181XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23182XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23183XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23184XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23185XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23186XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23187XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23188XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23189XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23190XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23191XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23192XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23193XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23194XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23195XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23196XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23197XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23198XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23199XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23200XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23201XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23202XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23203XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23204XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23205XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23206XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23207XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23208XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23209XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23210XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23211XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23212XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23213XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23214XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23215XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23216XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23217XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23218XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23219XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23220XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23221XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23222XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23223XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23224XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23225XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23226XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23227XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23228XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23229XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23230XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23231XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23232XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23233XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23234XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23235XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23236XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23237XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23238XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23239XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23240XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23241XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23242XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23243XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23244XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23245XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23246XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23247XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23248XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23249XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23250XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23251XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23252XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23253XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23254XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23255XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23256XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23257XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23258XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23259XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23260XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23261XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23262XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23263XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23264XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23265XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23266XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23267XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23268XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23269XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23270XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23271XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23272XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23273XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23274XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23275XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23276XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23277XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23278XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23279XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23280XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23281XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23282XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23283XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23284XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23285XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23286XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23287XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23288XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23289XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23290XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23291XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23292XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23293XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23294XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23295XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23296XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23297XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23298XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23299XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23300XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23301XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23302XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23303XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23304XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23305XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23306XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23307XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23308XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23309XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23310XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23311XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23312XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23313XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23314XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23315XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23316XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23317XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23318XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23319XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23320XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23321XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23322XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23323XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23324XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23325XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23326XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23327XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23328XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23329XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23330XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23331XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23332XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23333XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23334XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23335XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23336XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23337XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23338XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23339XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23340XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23341XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23342XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23343XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23344XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23345XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23346XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23347XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23348XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23349XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23350XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23351XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23352XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23353XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23354XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23355XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23356XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23357XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23358XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23359XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23360XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23361XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23362XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23363XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23364XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23365XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23366XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23367XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23368XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23369XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23370XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
