Bloque de Numeración,IDO/IDD,"IDO/IDD
Alternativo",Autorización,Empresa,,,
32 2944XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2945XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2946XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2947XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2948XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2949XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2950XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2951XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2952XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2953XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2954XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2955XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2956XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2957XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2958XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2959XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2960XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 2961XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 2962XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 2963XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 2964XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 2965XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 2966XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 2967XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 2968XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 2969XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 2970XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2971XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2972XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2973XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2974XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2975XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2976XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2977XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2978XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2979XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2980XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2981XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2982XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2983XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2984XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2985XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2986XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2987XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2988XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2989XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2990XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2991XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2992XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2993XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2994XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2995XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2996XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2997XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2998XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 2999XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
32 3110XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3111XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3112XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3113XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3114XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3115XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3116XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3117XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3118XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3119XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3120XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3121XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3122XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3123XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3124XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3125XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3126XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3127XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3128XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3129XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3130XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3132XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3133XXX,331,,Servicio Público Telefónico Local,CHILE.COM S.A.,,,
32 3134XXX,331,,Servicio Público Telefónico Local,CHILE.COM S.A.,,,
32 3135XXX,331,,Servicio Público Telefónico Local,CHILE.COM S.A.,,,
32 3136XXX,331,,Servicio Público Telefónico Local,CHILE.COM S.A.,,,
32 3137XXX,331,,Servicio Público Telefónico Local,CHILE.COM S.A.,,,
32 3138XXX,331,,Servicio Público Telefónico Local,CHILE.COM S.A.,,,
32 3139XXX,331,,Servicio Público Telefónico Local,CHILE.COM S.A.,,,
32 3140XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3141XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3142XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3143XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3144XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3145XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3146XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3147XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3148XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3149XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3150XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3151XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3152XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3153XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3154XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3155XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3156XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3157XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3158XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3159XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3160XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3161XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3162XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3163XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3164XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3165XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3166XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3167XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3168XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3169XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3170XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3171XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3172XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3173XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3174XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3175XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3176XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3177XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3178XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3179XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3180XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3181XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3182XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3183XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3184XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3185XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3186XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3187XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3188XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3189XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3190XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3191XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3192XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3193XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3194XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3195XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3196XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3197XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3198XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3199XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3200XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3201XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3202XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3203XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3204XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3205XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3206XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3207XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3208XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3209XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3210XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3211XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3212XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3213XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3214XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3215XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3216XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3217XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3218XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3219XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3220XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3221XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3222XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3223XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3224XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3225XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3226XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3227XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3228XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3229XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3230XXX,333,,Servicio Público Telefónico Local,CONVERGIA TELECOM S.A.,,,
32 3231XXX,333,,Servicio Público Telefónico Local,CONVERGIA TELECOM S.A.,,,
32 3232XXX,333,,Servicio Público Telefónico Local,CONVERGIA TELECOM S.A.,,,
32 3233XXX,333,,Servicio Público Telefónico Local,CONVERGIA TELECOM S.A.,,,
32 3234XXX,333,,Servicio Público Telefónico Local,CONVERGIA TELECOM S.A.,,,
32 3235XXX,333,,Servicio Público Telefónico Local,CONVERGIA TELECOM S.A.,,,
32 3236XXX,333,,Servicio Público Telefónico Local,CONVERGIA TELECOM S.A.,,,
32 3237XXX,333,,Servicio Público Telefónico Local,CONVERGIA TELECOM S.A.,,,
32 3238XXX,333,,Servicio Público Telefónico Local,CONVERGIA TELECOM S.A.,,,
32 3239XXX,333,,Servicio Público Telefónico Local,CONVERGIA TELECOM S.A.,,,
32 3240XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3241XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3242XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3243XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3244XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3245XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3246XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3247XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3248XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3249XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3250XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3251XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3252XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3253XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3254XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3255XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3256XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3257XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3258XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3259XXX,320,,Servicio Público Telefónico Local,CLARO SERVICIOS EMPRESARIALES S.A.,,,
32 3260XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3261XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3262XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3263XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3264XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3265XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3266XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3267XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3268XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3269XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3270XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3271XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3272XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3273XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3274XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3275XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3276XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3277XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3278XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3279XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3280XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3281XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3282XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3283XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3284XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3285XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3286XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3287XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3288XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3289XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
32 3290XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3291XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3292XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3293XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3294XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3295XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3296XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3297XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3298XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3299XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3300XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3301XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3302XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3303XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3304XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3305XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3306XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3307XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3308XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3309XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM S.A.,,,
32 3310XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3311XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3312XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3313XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3314XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3315XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3316XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3317XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3318XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3319XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3320XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
32 3321XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
